itemCode,itemDescription,averageCost,supplier,assortmentType
06680030001262,Mevius Original RCB 20's,83.960172,JT International (Philippines), Inc.,In assortment
06680030001263,Mevius Lights RCB 20's,85.101263,JT International (Philippines), Inc.,In assortment
06680030001264,Mevius Super Lights RCB 20's,85.200894,JT International (Philippines), Inc.,In assortment
06680030001265,Mevius Option Duo RCB 20's,85.800000,JT International (Philippines), Inc.,In assortment
06680030001470,Camel Filters CPB 20s,77.770000,JT International (Philippines), Inc.,In assortment
06680030001471,Camel Lights CPB 20s,75.679613,JT International (Philippines), Inc.,In assortment
06680030001472,IND Camel Max Mint CPB 100s,51.998488,JT International (Philippines), Inc.,Out of assortment
06680030001473,Winston PurpleMintCPB 20s,60.223200,JT International (Philippines), Inc.,In assortment
06680030001700,OOA Fortune Trib Mint Sp Tropical RCB 20s,45.535700,PMFTC Inc.,Out of assortment
06680030001786,OOA Bohem Café Ice 20s,52.633900,KENSTAND PHILIPPINES, INC.,Out of assortment
06680030001787,OOA Bohem Café Orange 20s,52.633900,KENSTAND PHILIPPINES, INC.,Out of assortment
06680030001790,OOA Clipper Classic Flint Large Printed,20.982100,ADP Industries Corporation,Out of assortment
06680030001791,OOA Clipper Classic Flint Micro Regular,16.517900,ADP Industries Corporation,Out of assortment
06680030001792,OOA Clipper Brio Flint Regular,15.133900,ADP Industries Corporation,Out of assortment
06680030001829,Cricket Orig Blister Pack 2s,33.430000,DONG-A PHARMA PHILS. INC.,In assortment
06680030001977,OOA Marlboro Red FTB 2s+Electric Lighter,108.930000,PMFTC Inc.,Out of assortment
06680030001978,OOA Marlboro Gold FTB 2s+ Electric Lighter,108.930000,PMFTC Inc.,Out of assortment
06680030001979,OOA Marlboro Black Menthol FTB 2s+Electric Lighter,108.930000,PMFTC Inc.,Out of assortment
06680030001980,OOA Marlboro Ice Blast FTB 2s+ Electric Lighter,111.610000,PMFTC Inc.,Out of assortment
06680030002378,Winston Fresh Mint CPB 20s,60.223178,JT International (Philippines), Inc.,In assortment
06680030002379,OOA Pall Mall Tokyo Midnight FT20s,43.303600,Best In Class Distribution Phils. Inc.,Out of assortment
06680030002380,OOA Pall Mall Havana Nights FT20s,43.303600,Best In Class Distribution Phils. Inc.,Out of assortment
06680030002381,Fortune Int'l. Menthol 100s FTB 20s,78.015753,PMFTC Inc.,In assortment
06680030002581,Mighty Menthol 100's FTB Green,53.080000,JT International (Philippines), Inc.,In assortment
06680030002582,Mighty Menthol 100's FTB Red,60.270000,JT International (Philippines), Inc.,In assortment
06680030002664,Bohem Cigar Master  Black FTB 20's,58.839260,KENSTAND PHILIPPINES, INC.,In assortment
06680030002817,Marlboro Fusion Purple FTB 20s,86.071000,PMFTC Inc.,In assortment
06680030002989,IND Winston ExtremeMint CPB 20s Free Lighter,60.223200,JT International (Philippines), Inc.,Indepletion
06680030002990,IND Winston PurpleMint CPB 20s Free Lighter,60.220000,JT International (Philippines), Inc.,Indepletion
06680030002991,IND Winston FreshMint CPB 20s Free Lighter,60.220000,JT International (Philippines), Inc.,Indepletion
06680030003108,Bohem Cigar Slim Fit Brown  20s,61.609919,KENSTAND PHILIPPINES, INC.,In assortment
06680030003187,Winston FiltersFTB 10s,30.116000,JT International (Philippines), Inc.,In assortment
06680030003192,OOA Marlboro Red KS FTB 10s,35.580000,PMFTC Inc.,Out of assortment
06680030003193,OOA Marlboro Gold KS FTB 10s,35.580000,PMFTC Inc.,Out of assortment
06680030003194,OOA Marlboro Black Menthol Mint KS FTB 10s,35.580000,PMFTC Inc.,Out of assortment
06680030003195,OOA Marlboro Ice Blast Menthol Mint FTB 10s,36.250000,PMFTC Inc.,Out of assortment
06680030003214,Winston CasterCPB 20s,60.220000,JT International (Philippines), Inc.,In assortment
06680030003215,Winston Lights FTB 10s,30.116000,JT International (Philippines), Inc.,In assortment
06680030003273,Torch Lighter 2009,11.250000,HUNG CYUN MARKETING, INC.,Out of assortment
06680030003282,Torch Slim 2009,15.178999,HUNG CYUN MARKETING, INC.,In assortment
06680030003283,Torch Windproof 138,20.526440,HUNG CYUN MARKETING, INC.,In assortment
06680030003284,Torch Maxi Electric 705,17.857000,HUNG CYUN MARKETING, INC.,In assortment
06680030003292,DJ Mix Green Apple FTB 20s,93.750000,Gold Tree Import & Export, Inc,,In assortment
06680030003293,DJ Mix Blueberry FTB 20s,93.750000,Gold Tree Import & Export, Inc,,In assortment
06680030003294,DJ Mix Strawberry FTB 20s,93.750000,Gold Tree Import & Export, Inc,,In assortment
06680030003703,OOA Buy1pck Marlboro Gold FTB20s FRKopiko78CoffeeLatte,82.538336,PMFTC Inc.,Out of assortment
06680030003704,OOA Buy1pck Marlboro Gold SP20s FRKopikoIceBlanca,76.181225,PMFTC Inc.,Out of assortment
06680030004021,IND Mighty Full Flavor SFP 20S,60.270000,JT International (Philippines), Inc.,Indepletion
06680030004298,Liqun Gray,84.821333,Gold Tree Import & Export, Inc,,In assortment
06680030004538,Bohem Mojito Double,63.393000,KENSTAND PHILIPPINES, INC.,In assortment
06680030004723,Septwolves Red FTB 20'S,136.429506,ALL FRESHMART INC.,In assortment
06680030004724,Septwolves Gray SP 20'S,156.821971,ALL FRESHMART INC.,In assortment
06680030004725,Septwolves Blue FTB 20'S,74.327750,ALL FRESHMART INC.,In assortment
06680030004972,Juul PH Slate Device Kit,952.812500,BETTER FOR YOU CORPORATION,In assortment
06680030004973,Juul Pods Mango 5%,279.020000,BETTER FOR YOU CORPORATION,In assortment
06680030004974,Juul Pods Virginia Tobacco 5%,358.794600,BETTER FOR YOU CORPORATION,In assortment
06680030004975,Juul Pods Mint 5%,358.794600,BETTER FOR YOU CORPORATION,In assortment
06680030004976,Juul Pods Creme 5%,279.020000,BETTER FOR YOU CORPORATION,In assortment
06680030005115,OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Purified 500ml,86.070000,PMFTC Inc.,Out of assortment
06680030005116,OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Mineral 500ml,86.070000,PMFTC Inc.,Out of assortment
06680030005117,OOA PR MarlboroRedFTB20's Fr Aqua Hrt Purified 500ml,86.070000,PMFTC Inc.,Out of assortment
06680030005118,OOA PR MarlboroRedFTB20's Fr Aqua Hrt Mineral 500ml,86.070000,PMFTC Inc.,Out of assortment
06680030005151,Chung Hwa Red FTB 20's,294.642800,HUNG CYUN MARKETING, INC.,In assortment
06680030005152,Double Happiness Red FTB 20's,95.089200,HUNG CYUN MARKETING, INC.,In assortment
06680030005184,COO Golden Hue,93.750000,KENSTAND PHILIPPINES, INC.,In assortment
06680030005185,COO Blue Hue,93.750000,KENSTAND PHILIPPINES, INC.,In assortment
06680030005186,COO Oriental Hue,93.750000,KENSTAND PHILIPPINES, INC.,In assortment
06680030005356,Philip Morris Red KS FTB 20's,78.035700,PMFTC Inc.,In assortment
06680030005365,Dunhill BlueFTB 20s,111.607100, WINNING TOUCH INTERNATIONAL CORPORATION,In assortment
06680030005366,Dunhill ReleasedFTB 20s,116.071400, WINNING TOUCH INTERNATIONAL CORPORATION,In assortment
06680030005386,Huangleo SP20's,133.928600,GWP ARECA ONLINE SHOP,In assortment
06680030005387,Furongwang FTB 20's,160.714300,GWP ARECA ONLINE SHOP,In assortment
06680030005388,Nanjing FTB 20's,125.000000,GWP ARECA ONLINE SHOP,In assortment
06680030005389,Shuang Xi FTB 20's,125.000000,GWP ARECA ONLINE SHOP,In assortment
06680030005508,Philip MorrisGreenFTB 20s,-1.000000,PMFTC Inc.,In assortment
06680030005509,Esse PopIceWave,-1.000000,KENSTAND PHILIPPINES, INC.,In assortment
06680060001519,Cricket Elec Simplicity,30.671428,DONG-A PHARMA PHILS. INC.,In assortment
06680060001520,Cricket Mini Simplicity,14.190170,DONG-A PHARMA PHILS. INC.,In assortment
06680060001521,Cricket Orig Simplicity,17.750000,DONG-A PHARMA PHILS. INC.,In assortment
06680060001522,Cricket Pocket Simplicity,28.580000,DONG-A PHARMA PHILS. INC.,In assortment
06680060001523,OOA Cricket SMPI Firepower T18's,74.255100,Puregold,Out of assortment
06680060001565,IND Fortune International Menthol 100's SP 20s,40.178600,PMFTC Inc.,Indepletion
06680060001567,Fortune IntlOrigFTB 20s,44.537858,PMFTC Inc.,In assortment
06680060001568,Fortune TriblBlueLbelRCB 20s,78.036000,PMFTC Inc.,In assortment
06680060001663,Marlboro Black Menthol KS FTB 20s,86.070996,PMFTC Inc.,In assortment
06680060001664,Marlboro Ice Blast Mega 20's,86.071000,PMFTC Inc.,In assortment
06680060001665,OOA Marlboro Gold KS FTB 10s,26.740000,PMFTC Inc.,Indepletion
06680060001666,Marlboro Gold KS SP 20s,83.392982,PMFTC Inc.,In assortment
06680060001667,OOA Marlboro White Menthol KS FTB 10s,26.740000,PMFTC Inc.,Indepletion
06680060001668,IND Marlboro White Menthol KS SP 20s,66.071400,PMFTC Inc.,Indepletion
06680060001669,IND Marlboro White Menthol KS FTB 20s,68.750000,PMFTC Inc.,Indepletion
06680060001670,OOA Marlboro Red KS FTB 10s,26.740000,PMFTC Inc.,Indepletion
06680060001671,Marlboro Red KS SP 20s,83.393000,PMFTC Inc.,In assortment
06680060001686,OOA Mighty Menthol 100's Class A Cigar White,33.267900,Puregold,Indepletion
06680060001687,OOA Mighty Prm Tobac Full FlvrKing S20 Cigar,33.267900,Puregold,Indepletion
06680060001688,OOA MIGHTY MENTHOL 100's SFP,60.270000,JT International (Philippines), Inc.,Out of assortment
06680060001689,OOA Mighty Prm TobacFullFlvrKingS20CigarBlck,33.267900,Puregold,Indepletion
06680060001693,OOA Mild Seven Option 20 Class A Cigarettes,53.875400,Puregold,Out of assortment
06680060001694,OOA Mild Seven Lights Menthol 20Class ACigar,53.875400,Puregold,Out of assortment
06680060001743,IND Philip Morris Menthol 100's SP 20s,88.392900,PMFTC Inc.,Indepletion
06680060001829,Winston ExtremeMintCPB 20s,60.223273,JT International (Philippines), Inc.,In assortment
06680060001830,IND Winston Extreme Mint SP 20s,44.875071,JT International (Philippines), Inc.,Indepletion
06680060001835,IND Winston Lights SP 20s,60.204732,JT International (Philippines), Inc.,Indepletion
06680060002471,OOA Lucky Strike Fresh FT20s,45.540000,Best In Class Distribution Phils. Inc.,Out of assortment
06680060002472,OOA Lucky Strike Red FT20s,45.540000,Best In Class Distribution Phils. Inc.,Out of assortment
06680060002473,OOA Lucky Strike Menthol FT20s,38.812500,Puregold,Indepletion
06680060002474,OOA Pall Mall Menthol FT20s,43.303600,Best In Class Distribution Phils. Inc.,Out of assortment
06680060002475,OOA Pall Mall Red FT20s,43.303600,Best In Class Distribution Phils. Inc.,Out of assortment
06680060003045,IND Chesterfield Rich KS RCB 20s,42.786367,PMFTC Inc.,Indepletion
06680060003071,IND Chesterfield Mint KS RCB 20s,44.553600,PMFTC Inc.,Indepletion
06680090000004,OOA Champion Mild Menthol KS SP,33.267900,Puregold,Out of assortment
06680090000005,OOA Pall Mall Menthol Boost Ft 20s,35.151800,Puregold,Out of assortment
06680090000009,IND Winston Filters SP 20s,51.576209,JT International (Philippines), Inc.,Indepletion
06680090000010,Winston FiltersCPB 20s,60.223200,JT International (Philippines), Inc.,In assortment
06680090000011,OOA Winston Full Flavor FTB 10s,-1.000000,Puregold,Out of assortment
06680090000013,Winston LightsCPB 20s,60.223200,JT International (Philippines), Inc.,In assortment
06680090000019,OOA Hope Menthol 100s SP 20s,36.044600,Puregold,Out of assortment
06680090000021,IND Chesterfield Blue KS RCB 20s,44.553600,PMFTC Inc.,Indepletion
06690060002737,OOA Eraser Pntl Tw Zeh03(60s)xsml T63R01ZH03,9.880000,Sterling Paper products Ent. Inc,Out of assortment
06690060002738,OOA Stapler Orns CH JJ40171 (3pcs / set),46.710000,Sterling Paper products Ent. Inc,Out of assortment
06690060002740,OOA Tape-Packagin Clear Orns 48mmx30m,16.570000,Sterling Paper products Ent. Inc,Out of assortment
06690060002741,OOA Stamp Pad Orns Th#2:Blk,43.360000,Sterling Paper products Ent. Inc,Out of assortment
06690060002742,OOA Stamp Pad Orns Th#3Blk,33.310000,Sterling Paper products Ent. Inc,Out of assortment
06690060002743,OOA Stamp Pad Ink Orns TH(30cc)Blk,19.920000,Sterling Paper products Ent. Inc,Out of assortment
06690060002745,OOA Clip Binder Pins Ch JJ360 (88pcs/set),36.660000,Sterling Paper products Ent. Inc,Out of assortment
06690060002746,OOA Hiliter AvntiCh H2291 Twin: F-Orn (fncy),13.230000,Sterling Paper products Ent. Inc,Out of assortment
07710030000012,Globe AMAX 50K,0.862800,Globe Philippines,In assortment
07710030000023,Globe Autoload Max (1),0.862800,Globe Philippines,In assortment
07710030000024,Globe Autoload Max (2),0.862800,Globe Philippines,In assortment
07710030001984,OOA TM Easy Plan Sim Card,66.960000,Globe Philippines,Out of assortment
07710030002050,Smart CTC 100,82.140000,SMART COMMUNICATIONS, INC.,In assortment
07710030002051,Smart CTC 300,246.430000,SMART COMMUNICATIONS, INC.,In assortment
07710030002052,Smart CTC 500,410.710000,SMART COMMUNICATIONS, INC.,In assortment
07710030002053,TNT 100,82.140000,SMART COMMUNICATIONS, INC.,In assortment
07710030002054,TNT 300,246.430000,SMART COMMUNICATIONS, INC.,In assortment
07710030002055,Sun CTC Card 50,41.070000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002056,Sun CTC Card 150,123.210000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002057,SMART LTE SIM,17.860000,SMART COMMUNICATIONS, INC.,In assortment
07710030002058,Smart BRO LTE Sim,26.790000,SMART COMMUNICATIONS, INC.,In assortment
07710030002059,TNT Sim,13.390000,SMART COMMUNICATIONS, INC.,In assortment
07710030002060,Sun Superloaded Sim,16.960000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002061,Smart E-load 50K,0.870000,SMART COMMUNICATIONS, INC.,In assortment
07710030002062,Sun E-Load 50K,0.870000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002063,Smart Electronic Load,0.870000,SMART COMMUNICATIONS, INC.,In assortment
07710030002064,Sun Electronic Load,0.870000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002065,TNT Electronic Load,0.870000,SMART COMMUNICATIONS, INC.,In assortment
07710030002067,Sun CTC Card 300,246.430000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030002068,Meralco Kuryente Load,0.870000,SMART COMMUNICATIONS, INC.,In assortment
07710030002069,Cignal HD Load,0.848200,SMART COMMUNICATIONS, INC.,In assortment
07710030002618,SMART WIFI LOAD CARD 20,16.428500,SMART COMMUNICATIONS, INC.,In assortment
07710030002619,SMART WIFI LOAD CARD 50,41.071400,SMART COMMUNICATIONS, INC.,In assortment
07710030002968,OOA SMART CTC 500 FREE CHICKEN KATSU MOZARELLA MAYO,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002969,OOA SMART CTC 300 FREE CORNETTO CHOCOLATE,261.040000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002970,OOA SMART CTC 300 FREE CORNETTO VANILLA,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002971,OOA SMART E-LOAD PHP300 FREE CORNETTO CHOCOLATE,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002972,OOA SMART E-LOAD PHP300 FREE CORNETTO VANILLA,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002973,OOA SMART E-LOAD PHP500 FREE CHICKEN KATSU MOZARELLA MAYO,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002974,OOA SMART LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002975,OOA TNT LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002976,OOA SUN LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCOLATE,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002983,OOA TNT CTC 300 FREE CORNETTO CHOCOLATE,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002984,OOA SUN CTC 300 FREE CORNETTO CHOCOLATE,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030002985,OOA SUN E-LOAD PHP300 FREE CORNETTO CHOCOLATE,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030002986,OOA SUN CTC 300 FREE CORNETTO VANILLA,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030002987,OOA TNT CTC 300 FREE CORNETTO VANILLA,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030002988,OOA SUN E-LOAD PHP300 FREE CORNETTO VANILLA,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003677,OOA Buy SMART LTE Sim+Php60Load Free ClassicBrownies,83.452800,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003678,OOA Buy TNT LTESim+Php60Load Free ClassicBrownies,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003679,OOA Buy SUN LTESim+Php60Load Free ClassicBrownies,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003680,OOA Buy SMART CTC300 Free Ube Swirl,256.472497,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003681,OOA Buy TNT CTC300 Free Ube Swirl,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003682,OOA Buy SUN CTC300 Free Ube Swirl,256.472497,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003683,OOA Buy SMART CTC300 Free MilkCheese Swirl,259.597500,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003684,OOA Buy TNT CTC300 Free MilkCheese Swirl,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003685,OOA Buy SUN CTC300 Free MilkCheese Swirl,259.597500,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003686,OOA Buy SMART CTC500 Free ChickenKatzuMozaMayo1rice,437.317000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003687,OOA Buy SMART CTC500 Free ChickenKatzuCheesyBacon1rice,437.317000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003688,OOA Buy SMART Load300 Free Ube Swirl,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003689,OOA Buy TNT Load300 Free Ube Swirl,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003690,OOA Buy SUN Load300 Free Ube Swirl,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003691,OOA Buy SMART Load300 Free MilkCheese Swirl,274.167500,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003692,OOA Buy TNT Load300 Free MilkCheese Swirl,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003693,OOA Buy SUN Load300 Free MilkCheese Swirl,274.167500,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003694,OOA Buy SMART Load500 Free ChickenKatzuMozaMayo1rice,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003695,OOA Buy TNT Load500 Free ChickenKatzuMozaMayo1rice,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003696,OOA Buy SUN Load500 Free ChickenKatzuMozaMayo1rice,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030003697,OOA Buy SMART Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003698,OOA Buy TNT Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030003699,OOA Buy SUN Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030004140,PayMaya EMV Card,160.714000,PAYMAYA PHILIPPINES INC.,In assortment
07710030004427,GCash MasterCard,89.286000,G-XCHANGE, INC.,In assortment
07710030004915,PR Smart CTC 500 free E-load 30,410.714300,SMART COMMUNICATIONS, INC.,In assortment
07710030004916,OOA Smart E-load 500 Free 30 E-load,410.714000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004917,OOA TNT CTC 500 Free 30 E-load,410.714000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004918,OOA TNT E-load 500 Free 30 E-load,433.036000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004919,OOA Sun E-load 500 Free 30 E-load,433.036000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030004920,OOA Smart CTC 700 Free 50 E-load,575.000000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004921,OOA Smart E-load 700 Free 50 E-load,606.250000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004922,OOA TNT CTC 700 Free 50 E-load,606.250000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004923,OOA TNT E-load 700 Free 50 E-load,606.250000,SMART COMMUNICATIONS, INC.,Out of assortment
07710030004924,OOA Sun E-load Free 50 E-Load,606.250000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030004925,PR Smart LTE Sim free Vanilla Swirl,17.857100,SMART COMMUNICATIONS, INC.,In assortment
07710030004926,PR TNT LTE Sim free Vanilla Swirl,13.393000,SMART COMMUNICATIONS, INC.,In assortment
07710030004927,OOA Sun Sim Free Swirl,16.964000,DIGITEL MOBILE PHILS. INC.,Out of assortment
07710030004928,Smart Electronic Load (Php30),25.982000,SMART COMMUNICATIONS, INC.,In assortment
07710030004929,TNT Electronic Load(Php30),25.982000,SMART COMMUNICATIONS, INC.,In assortment
07710030004930,Sun Electronic Load (Php30),25.982000,DIGITEL MOBILE PHILS. INC.,In assortment
07710030005235,PR Smart CTC 100 x5 free E-load 30,82.142900,SMART COMMUNICATIONS, INC.,In assortment
07710030005236,PR TNT CTC 100 x5 free E-load 30,82.142900,SMART COMMUNICATIONS, INC.,In assortment
07710030005237,PR TNT CTC 100 x2 + CTC 300 free E-load 30,82.142900,SMART COMMUNICATIONS, INC.,In assortment
07710030005238,PR Smart CTC 100 x4 + CTC 300 free E-load 50,246.428600,SMART COMMUNICATIONS, INC.,In assortment
07710030005239,PR TNT CTC 100 x4 +CTC 300 free E-load 50,246.428600,SMART COMMUNICATIONS, INC.,In assortment
07710060000180,Globe 100 Call Card,82.140000,Globe Philippines,In assortment
07710060000181,Globe 300 Call Card,243.750000,Globe Philippines,In assortment
07710060000182,Globe 500 Call Card,406.250000,Globe Philippines,In assortment
07710060000183,Globe Sim Card,17.860000,Globe Philippines,In assortment
07710060000184,OOA Tattoo Sim Card,17.860000,Globe Philippines,Indepletion
07710060000185,TM 100 Call Card,82.140000,Globe Philippines,In assortment
07710060000186,TM 300 Call Card,243.750000,Globe Philippines,In assortment
07710060000187,TM 50 Call Card,41.070000,Globe Philippines,In assortment
07710060000188,TM Sim Card,12.500000,Globe Philippines,In assortment
09010030000694,OOA Lawson Tray#01 Tamago Maki & Kani Sushi (C),75.892800,Sikat Araw Trading Corp,Out of assortment
09010030000695,OOA Lawson Tray#02 California Maki (C),75.133900,Sikat Araw Trading Corp,Out of assortment
09010030000696,OOA Lawson Tray#03 Mixed Teka/California/Kani Maki,75.133900,Sikat Araw Trading Corp,Out of assortment
09010030000697,OOA Lawson Tray#04 Kani/Tamago Maki,75.133900,Sikat Araw Trading Corp,Out of assortment
09020030000674,OOA Hawaiian Delight Medium,140.625000,Lots A Pizza Inc.,Out of assortment
09020030000675,OOA Hawaiian Delight Large,164.732100,Lots A Pizza Inc.,Out of assortment
09020030000676,OOA Pure Beef Special Medium,140.625000,Lots A Pizza Inc.,Out of assortment
09020030000677,OOA Pure Beef Special Large,164.732100,Lots A Pizza Inc.,Out of assortment
09020030000678,OOA Pepperoni N' Mushroom Medium,140.625000,Lots A Pizza Inc.,Out of assortment
09020030000679,OOA Pepperoni N' Mushroom Large,164.732100,Lots A Pizza Inc.,Out of assortment
09020030000732,OOA Pizza Promo P299,240.267900,Lots A Pizza Inc.,Out of assortment
09020030000733,OOA Pizza Promo P399,320.625000,Lots A Pizza Inc.,Out of assortment
09020030001144,OOA Buy One Take One Large Pizza,159.910700,Lots A Pizza Inc.,Out of assortment
09030030000766,Pork/Chicken Meal,45.788798,LAWSON,In assortment
09030030000767,Beef/Seafood Meal,58.288798,LAWSON,In assortment
09030030000819,Breakfast Meal P69,45.788798,LAWSON,In assortment
09030030000820,Breakfast Meal Viand RM,40.178600,Verleo Food Ent. (Chow Queen),Raw material
09030030000821,Pork/Chicken Meal RM,40.178600,Verleo Food Ent. (Chow Queen),Raw material
09030030000822,Beef/Seafood Meal RM,52.678600,Verleo Food Ent. (Chow Queen),Raw material
09030030000824,OOA Merienda Meal,48.748700,LAWSON,Out of assortment
09030030001444,2 Pork/Chicken Meal,78.001200,LAWSON,Out of assortment
09030030001448,2 Beef/Seafood Meal,90.707200,LAWSON,Out of assortment
09030030001450,2 Beef / Chix or Pork Meal,84.010200,LAWSON,Out of assortment
09030030001453,2 Seafood/ Chix or Pork Meal,84.010200,LAWSON,Out of assortment
09030030001534,Breakfast Meal P59,44.338500,LAWSON,In assortment
09030030001995,OOA Merienda Meal P39,-1.000000,Verleo Food Ent. (Chow Queen),Out of assortment
09030030001996,Merienda Meal P49,35.000000,Verleo Food Ent. (Chow Queen),In assortment
09030030002747,OOA Quorn Gising Gising P79,-1.000000,LAWSON,Out of assortment
09030030002748,OOA Quorn Beef Picadillo P79,-1.000000,LAWSON,Out of assortment
09030030002749,OOA Quorn Tortang Talong P79,-1.000000,LAWSON,Out of assortment
09030030002751,OOA Quorn Chicken Style Pastel P79,-1.000000,LAWSON,Out of assortment
09030030002752,OOA Quorn Burger Steak P79,-1.000000,LAWSON,Out of assortment
09030030002755,OOA Quorn Gising Gising 50% off,-1.000000,LAWSON,Out of assortment
09030030002756,OOA Quorn Beef Picadillo 50% Off,-1.000000,LAWSON,Out of assortment
09030030002757,OOA Quorn Tortang Talong 50% Off,-1.000000,LAWSON,Out of assortment
09030030002758,OOA Quorn Chicken Style Pastel 50% Off,-1.000000,LAWSON,Out of assortment
09030030002759,OOA Quorn Burger Steak 50% Off,-1.000000,LAWSON,Out of assortment
09030030002762,OOA Quorn Tortang Talong RM,46.875000,Verleo Food Ent. (Chow Queen),Out of assortment
09030030002763,OOA Quorn Burger Steak RM,46.875000,Verleo Food Ent. (Chow Queen),Out of assortment
09030030002764,OOA Quorn Chicken Style Pastel RM,46.875000,Verleo Food Ent. (Chow Queen),Out of assortment
09030030002775,OOA Quorn Gising Gising RM,46.875000,Verleo Food Ent. (Chow Queen),Out of assortment
09030030002776,OOA Quorn Picadillo RM,46.875000,Verleo Food Ent. (Chow Queen),Out of assortment
09040030001436,Ailesi Chocolate 3-pc heart shaped 38g,37.188000,Green Valley Multidistributor Inc.,In assortment
09040030001437,OOA Ailesi Chocolate 5-pc heart shaped 62.5g,47.053600,SIY Import and Export Corporation,Out of assortment
09040030001539,Ailesi Milk Chocolate Bar 20G,9.110000,Green Valley Multidistributor Inc.,In assortment
09040030001565,OOA Dutche Merry Christmas Gift Box,37.946400,Valmarce Food Marketing Corp.,Out of assortment
09040030001567,OOA Dutche Christmas Bag Box,37.946400,Valmarce Food Marketing Corp.,Out of assortment
09040030001568,OOA Dutche Christmas Basket,98.660700,Valmarce Food Marketing Corp.,Out of assortment
09040030001783,Dutche Premium Square Chocolate 60g,40.980000,Valmarce Food Marketing Corp.,In assortment
09040030001784,Dutche Rectangle Chocolate 60g,40.980000,Valmarce Food Marketing Corp.,In assortment
09040030001901,OOA Dutche Mother's Day Heart Box,37.950000,Valmarce Food Marketing Corp.,Out of assortment
09040030001902,OOA Dutche Mother's Day Love Box,37.950000,Valmarce Food Marketing Corp.,Out of assortment
