itemCode,itemDescription,averageCost,supplier,assortmentType
02210060000216,OOAC2 GreenTeaPlain 500mL,18.080000,UNIVERSAL ROBINA CORPORATION,Indepletion
02210060000217,C2 Iced Tea Lemon 355mL,13.676800,Puregold,Out of assortment
02210060000218,OOA C2 Red Tea Raspberry 355mL,13.676800,Puregold,Out of assortment
02210060000224,Cobra Energy Drink Berry Blast 350mL,16.812500,Absolute Sales Corp.,In assortment
02210060000225,Cobra Energy Drnk Bottle 350mL KVI,16.812500,Absolute Sales Corp.,In assortment
02210060000226,Cobra Fit Energy Drink 350mL,17.563870,Absolute Sales Corp.,In assortment
02210060000227,Cobra Smart EnrgyDrnk 350mL KVI,17.562500,Absolute Sales Corp.,In assortment
02210060000228,Coke Light 500mL,25.297600,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000229,Coke NR 500mL KVI,23.921200,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000230,Coke 2L KVI,59.151800,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000231,Coke NR 325mL KVI,22.677732,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000232,Coke Light 325mL,22.507373,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000233,Coke Zero 325mL,21.577400,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000234,OOA Coke Zero 500mL,23.660700,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000240,OOA Cowhead Pure Milk 1L,69.419600,Puregold,Indepletion
02210060000241,DM 100% Pineapple Juice ACE 240mL,20.210003,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000242,DM 4Seasons JuiceDrink Tetra 1L,56.244059,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000243,DM Fit 'n Right Pineapple 1L,55.192177,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000244,DM Fit 'n Right Four Seasons 1L,55.236316,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000245,DM Mango JuiceDrink Tetra 1L,66.920000,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000246,DM PJ Bone Smart 240mL,20.629997,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000247,OOA DM Bone Smart OJ Drink 240mL,21.060000,MARINA SALES, INC. (BEVERAGE-RTD JUICES),Out of assortment
02210060000248,OOA Diet 7-Up in Can 330mL,18.607000,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000249,DM PJ Fiber Enriched 100% 240mL,21.449986,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000250,OOA DM Fit 'n Right Watermelon Pet 330mL,20.540000,Puregold,Indepletion
02210060000251,DM Fit 'n Right Four Seasons Pet 330mL,21.701644,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000252,DM Four Seasons Juice Drink 240mL,21.040000,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000253,DM Orange Juice Drink Heart Smart 240mL,23.048911,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000254,DM Sweetened Pineapple Juice 202 24cl,21.039830,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210060000255,OOA Dole Singles Four Seasons 240mL,19.640000,Puregold,Indepletion
02210060000256,Dutch Mill UHT Yoghurt Strawberry 180mL,15.630100,MONDE NISSIN CORPORATION (GROCERY),In assortment
02210060000257,Dutch Mill Yoghurt Drnk/MixedFruits180mL,15.643000,MONDE NISSIN CORPORATION (GROCERY),In assortment
02210060000266,OOA ExtraJoss Maxx Energy Drink Bottle 350mL,14.285700,Puregold,Indepletion
02210060000273,OOAPropel GalaApple 500mL,19.806500,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000274,OOAPropel MandrinOrange 500mL,19.806500,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000275,OOAGatorade BlueBolt 350mL,21.428283,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000276,Gatorade Blue Bolt 500mL KVI,30.639900,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000277,Gatorade Grape Pet 500mL,30.639917,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000278,OOAGatorade OrangeChill 350mL,21.428498,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000279,Gatorade Orange Chill 500mL,30.636362,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000280,OOA Gatorade Pink Lemonade 500mL,30.639900,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000281,OOAGatorade TropicalFruit 350mL,21.423913,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000282,Gatorade Tropical Fruit 500mL,30.639900,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000304,OOA Knick KnacksXblastChcolateMilkDrink250mL,19.342800,Puregold,Indepletion
02210060000305,Lipovitan 150mL,27.321000,Centro Asia Distribution Inc.,In assortment
02210060000306,Lipton Ice Tea Red Tea 450mL,18.006000,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000307,Magnolia Chocolait 250mL,19.554000,MAGNOLIA INC.,In assortment
02210060000308,Magnolia Fresh Milk 1L,69.375000,MAGNOLIA INC.,In assortment
02210060000309,Magnolia Fresh Milk 250mL,26.339000,MAGNOLIA INC.,In assortment
02210060000310,Magnolia Low Fat Milk 250mL,29.741000,MAGNOLIA INC.,In assortment
02210060000313,OOA Milk Magic Chocolate Milk 1L,51.149300,Puregold,Indepletion
02210060000314,OOA Milk Magic Chocolate Milk 250mL,15.802200,Puregold,Indepletion
02210060000315,Nestle Milo RTD 180mL,17.666675,RIGHT GOODS SOUTH OPERATIONS INC.,In assortment
02210060000316,OOA Mine Shine Premium Milk Tea Drink 600mL,39.290000,Puregold,Indepletion
02210060000317,Minute Maid Pulpy Four Seasons 1L,47.321400,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000318,Minute Maid Pulpy Orange Juice 330mL,20.238100,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000319,Minute Maid Pulpy Mango Orange 1L,47.321400,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000320,Minute Maid Puply Four Seasons 330mL,20.535700,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000321,Mirinda 330mL,19.128072,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000322,Mirinda Orange 600mL,21.897300,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000323,OOA Moby Choco Drink 250mL,15.000000,Puregold,Indepletion
02210060000324,Mogu Mogu Coconut w/ Nata de Coco 320mL,29.464300,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000325,Mogu Mogu Lychee w/ Nata de Coco 1L,80.357100,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000326,Mogu Mogu Mango Juice 320mL,29.463988,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000327,**MoguMogu GrapWNatDCco 320mL KVI,29.464300,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000328,**MoguMogu LychWNatDCco 320mL KVI,29.464300,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000329,Mogu Mogu Strwbryw/NDCoco 320mL KVI,29.464300,BESTBRANDS DISTRIBUTION INC.,In assortment
02210060000330,OOA Monster Energy Drink Original 473mL,85.710000,Puregold,Indepletion
02210060000331,OOA Monster Energy Juice Khaos 473mL,85.710000,Puregold,Indepletion
02210060000332,Mountain Dew PET 600mL KVI,21.897300,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000333,Mountain Dew 2L,56.839200,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000334,Mountain Dew In Can 330mL,19.114875,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000335,Mug Rootbeer 240mL,17.480000,Puregold,Out of assortment
02210060000336,Mug Rootbeer 2L,40.455400,Puregold,Out of assortment
02210060000337,OOA Nature's Spring Distilled Water 500mL,8.839300,Puregold,Indepletion
02210060000338,OOA Nature's Spring Distilled Water 350mL,7.142900,Puregold,Indepletion
02210060000339,Nescafe Cafe Latte Arabica 240mL,25.890000,Puregold,In assortment
02210060000340,**Nescafe EsprssoRstCan 180mL,20.036000,Nestle Philippines,In assortment
02210060000341,OOANescafe MochaArabcaInCan 240mL,26.773700,Nestle Philippines,Indepletion
02210060000342,Nestle Chuckie 1L,67.714000,Nestle Philippines,In assortment
02210060000343,Nestle Fresh Milk Tetra 1L,75.455000,Nestle Philippines,In assortment
02210060000344,Nestle Fresh Milk Tetra 250mL,31.018000,Nestle Philippines,In assortment
02210060000345,Nestle Low Fat Milk Tetra 250mL,27.630000,Puregold,Out of assortment
02210060000346,OOA BearBrand Gbiloba 200mL,21.612200,RIGHT GOODS SOUTH OPERATIONS INC.,In assortment
02210060000347,**Nestle Chuckie Chocolate 180mL,15.902000,Nestle Philippines,In assortment
02210060000351,Oishi Smart C+ Orange Crush 350mL,15.366100,LIWAYWAY MARKETING CORPORATION,In assortment
02210060000354,Pepsi Black 600mL,21.897300,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000355,Pepsi Regular 2L,55.059383,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000356,Pepsi Regular in Can 330mL,19.121893,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000357,Pepsi Regular 600mL,21.897300,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000358,OOA Plus King Size Apple 250mL,5.089300,Puregold,Indepletion
02210060000359,OOA Plus King Size Orange 250mL,5.040000,Puregold,Indepletion
02210060000360,Real Leaf Frutcy Leomon Iced Tea 480mL,16.560000,Puregold,Out of assortment
02210060000361,Real Leaf Honey Apple 480mL,16.817073,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000362,Real Leaf Honey Lychee 480mL,16.815400,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000363,Red Bull Energy Drink Can 250mL,63.691791,Premier Wine & Spirits, Inc.,In assortment
02210060000364,Red Bull Supreme 150mL KVI,30.803586,MARYLAND DISTRIBUTORS, INC. (REDBULL),In assortment
02210060000369,Royal TruOrange 325mL,22.544031,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000370,Royal Tru Orange 500mL KVI,23.921197,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000371,Royal TruGrape 325mL,22.656300,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000372,Royal Tru-Orange 2L KVI,59.151800,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000378,Sarsi RegCan 325mL,22.685089,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000379,OOASchweppes SodaWater 330mL,26.562500,COCA-COLA BEVERAGES PHILIPPINES, INC.,Indepletion
02210060000380,OOASchweppes TonicWater 330mL,26.562500,COCA-COLA BEVERAGES PHILIPPINES, INC.,Indepletion
02210060000381,OOA Seasons Mango Juice 240mL,20.540000,Puregold,Indepletion
02210060000382,OOA Selecta Fortified Milk 245mL,18.080400,Puregold,Indepletion
02210060000383,OOA Selecta Moo Chocolate Drink 245mL,20.535700,Puregold,Indepletion
02210060000384,OOA Selecta Fortified Low Fat 245ml,22.442700,Puregold,Indepletion
02210060000388,Sprite 2L KVI,59.151800,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000389,Sprite 325mL,22.584168,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000390,Sprite 500mL KVI,23.921199,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000391,Sprite Zero 325mL,21.577400,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000392,OOASting EnergyDrnkPwrPacq 330mL,16.517900,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000393,Sting EnrgyDrnk Strwbry 330mL KVI,16.517900,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000394,OOASting EnergyDrnkPwerLime 330mL,16.517900,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000396,Summit Nat Water 1.5L KVI,21.050000,Absolute Sales Corp.,In assortment
02210060000397,**Summit NatWater 1L KVI,16.290000,Absolute Sales Corp.,In assortment
02210060000398,OOA Summit Natural Water 350mL,7.040000,Absolute Sales Corp.,Indepletion
02210060000399,Summit Nat DR Water 500mL KVI,9.490000,Absolute Sales Corp.,In assortment
02210060000400,Summit NatDRWater 6L KVI,57.140000,Absolute Sales Corp.,In assortment
02210060000401,OOA Sunkist Healthy Heart Orange Juice 320mL,20.242200,Puregold,In assortment
02210060000402,OOA Sunkist Iced Tea Apple 320mL,12.320000,Puregold,In assortment
02210060000403,OOA Sunkist Iced Tea Apple 500mL,15.840000,Puregold,In assortment
02210060000404,Tampico Citrus Drnk-OrngeTngrn Lmn 325mL,15.401800,Puregold,In assortment
02210060000417,OOA Tropicana Twister Fruit Burst 355mL,21.227700,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000418,OOATropicana TwsterMango 355mL,21.227700,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000419,Tropicana Twister Orange PET 1L,45.284892,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000420,OOA Tropicana TwsterFruitburstTropical 1L,45.282800,Pepsi-Cola Products Phils.Inc.,Indepletion
02210060000421,Tropicana Twister Orange w/ Pulp 355mL,21.227623,Pepsi-Cola Products Phils.Inc.,In assortment
02210060000424,Vitamilk ChShake 300mL KVI,19.714000,Absolute Sales Corp.,In assortment
02210060000425,Vitamilk Energy 300mL,19.160001,Absolute Sales Corp.,In assortment
02210060000426,Vitamilk Original 300mL,19.714000,Absolute Sales Corp.,In assortment
02210060000427,Vitwater Power Apple 350mL,16.070000,Puregold,In assortment
02210060000428,Vitwater Trim Strawberrry 350mL,15.840000,Puregold,In assortment
02210060000433,Wilkins Distilled Water 1L,20.830000,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000434,Wilkins Distilled  Water 1.5L,30.044600,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000435,Wilkins Dstled Water 500mL KVI,14.054100,COCA-COLA BEVERAGES PHILIPPINES, INC.,In assortment
02210060000436,OOA Wilkins Distilled Water 6L,72.321400,COCA-COLA BEVERAGES PHILIPPINES, INC.,Indepletion
02210060000437,Zest-O Choc-O 250mL,18.750000,ZEST-O CORPORATION,In assortment
02210060000438,Zest-O Mango Juice In Can 250mL,19.508900,ZEST-O CORPORATION,In assortment
02210060000439,Zest-O Rootbeer 500mL,15.710000,Puregold,Out of assortment
02210060000440,OOAZestO Rootbeer 330mL,16.741100,Puregold,Out of assortment
02210060002442,OOAAqualife PurifdWater 500mL,5.750000,INDUSTRIAL INTERLINK CORPORATION,Indepletion
02210060002446,OOA Joozy Juice Strawberry 250mL,4.508900,Puregold,Indepletion
02210060002447,OOA Joozy Juice Mango 250mL,4.776800,Puregold,Indepletion
02210060002448,OOA Joozy Juice Grape 250mL,4.508900,Puregold,Indepletion
02210060002449,OOA Joozy Juice Pineapple 250mL,4.508900,Puregold,Indepletion
02210060002450,OOA Joozy Juice Apple 250mL,4.508900,Puregold,Indepletion
02210060002452,OOA Aqualife Purified Water 1L,9.750000,INDUSTRIAL INTERLINK CORPORATION,Out of assortment
02210060002453,OOA Aqualized Mineral Water 1L,10.562500,INDUSTRIAL INTERLINK CORPORATION,Out of assortment
02210060002454,OOA Aqualized Mineral Water 500mL,5.705400,INDUSTRIAL INTERLINK CORPORATION,Out of assortment
02210060002585,Oishi Smart C+ Pomelo 500mL,20.200469,LIWAYWAY MARKETING CORPORATION,In assortment
02210060002586,Zest-O Big 250 Mango,5.669600,Puregold,Out of assortment
02210060002698,Pocari Sweat 350mL,22.769897,FEDERATED DISTRIBUTORS,INC.,In assortment
02210060002699,Pocari Sweat 500mL KVI,28.839999,FEDERATED DISTRIBUTORS,INC.,In assortment
02210060002700,Pocari Sweat 2L,102.372798,FEDERATED DISTRIBUTORS,INC.,In assortment
02210060002701,Sola Raspberry Iced Tea 473mL,35.828146,The First Enterprises, Inc.,In assortment
02210060002702,Sola Lemon Iced Tea 473mL,37.196000,The First Enterprises, Inc.,In assortment
02210060002703,Bayani Brew Lemongrass 400mL,39.187500,Bayani Brew Inc.,In assortment
02210060002704,Sola Peach Iced Tea 473mL,37.196000,The First Enterprises, Inc.,In assortment
02210060002705,Bayani Brew Purple Leaf 400mL,39.187500,Bayani Brew Inc.,In assortment
02210060002820,OOA Pokka Milk Coffee 240mL,25.439976,Benby Enterprises, Inc.,In assortment
02210060002821,OOA Pokka Caffuccino 240mL,25.490000,Benby Enterprises, Inc.,In assortment
02210060002822,OOA Pokka Oolong Tea 500mL,26.294700,Benby Enterprises, Inc.,Out of assortment
02210060002823,Pokka Milk Coffee 240mL,-1.000000,NO SUPPLIER,Out of assortment
02210060002824,Poka Caffuccino 240mL,-1.000000,NO SUPPLIER,In assortment
02210090000003,Nestle Low Fat Milk 250mL,30.875000,Nestle Philippines,In assortment
02210090000004,OOA Sunkist Slim Orange 235mL,13.390000,Puregold,Indepletion
02210090000005,OOA Sunkist Slim Mango 235mL,14.290000,Puregold,Indepletion
02210090000006,OOA Sunkist Slim Apple 235mL,13.392900,Puregold,Indepletion
02210090000010,OOA Dole Singles 100% P/A 240mL,20.310000,Puregold,In assortment
02210090000011,OOA Dole Singles Pineorange 240mL,19.640000,Puregold,In assortment
02210090000012,DM PJ Drink Heart Smart 240mL,22.059985,MARINA SALES, INC. (BEVERAGE-RTD JUICES),In assortment
02210090000013,Nestle Non Fat Milk 250mL,27.240000,Puregold,Out of assortment
02210090000014,OOANescafe Smoovlatte 190mL,28.400000,RIGHT GOODS SOUTH OPERATIONS INC.,Indepletion
02210090000015,Nescafe French Vanilla 200mL,16.960000,Nestle Philippines,In assortment
02210090000016,OOA Nescafe White Mocha 200mL,16.953890,RIGHT GOODS SOUTH OPERATIONS INC.,Out of assortment
02210090000017,OOA Nescafe Creamy White 28g,5.175000,Puregold,Out of assortment
02210090000018,Nescafe Cappuccino 22g,5.989300,Puregold,Out of assortment
02210090000019,OOAAqualized MinrlWater 6L,40.473200,INDUSTRIAL INTERLINK CORPORATION,Out of assortment
02210090000021,Dutch Mill UHT Yoghurt Blueberry 180mL,15.643000,MONDE NISSIN CORPORATION (GROCERY),In assortment
02210090000279,Dutch Mill UHT Yoghurt Superfruits 180mL,15.643000,MONDE NISSIN CORPORATION (GROCERY),In assortment
02210090000280,OOA Dutch Mill Yoghurt Orange 180mL,14.719100,Puregold,Indepletion
02210090000281,OOAAqualife Purified Water 350mL,5.803600,Puregold,Indepletion
02210090000282,OOAAqualife PurifdWater 6L,40.624999,INDUSTRIAL INTERLINK CORPORATION,Out of assortment
02210090000283,OOAAqualized Mineral Water 350mL,5.540000,Puregold,Indepletion
02220030000139,OOA Corona Extra Beer 355mL,85.270000,Puregold,Indepletion
02220030000140,OOA Sapporo Premium Beer Bottle 330mL,75.850000,Puregold,Indepletion
02220030000529,Tanduay IceZero 330mL,19.710000,Absolute Sales Corp.,In assortment
02220030000544,Smirnoff Vodka Mule 330mL,29.017900,EMPERADOR DISTILLERS, INC.,In assortment
02220030000628,OOA Sapporo Beer Can 330mL,66.920000,Puregold,Indepletion
02220030000631,OOAAsahi BeerSprDry Can 330mL,46.205400,Absolute Sales Corp.,Indepletion
02220030000650,OOA Hite in Can 500mL,66.964300,Premier Wine & Spirits, Inc.,In assortment
02220030000651,OOAHite InBottle 330mL,56.830400,Premier Wine & Spirits, Inc.,Indepletion
02220030000684,OOA Snow Beer Can 330mL,43.750000,Puregold,Indepletion
02220030000686,OOA Snow Beer Bottle 330mL,43.750000,Puregold,Indepletion
02220030000687,OOAEstrella Dammincan 330mL,71.151800,Premier Wine & Spirits, Inc.,Indepletion
02220030000688,OOA Breezer Jamaican Passion 275mL,42.630000,Puregold,Indepletion
02220030000690,OOA Chang Beer can 320mL,41.650000,Puregold,In assortment
02220030000691,Tanduay Rum Cola 330mL,22.320000,Puregold,In assortment
02220030000716,OOA Stella Artois Beer Bottle 330mL,61.607100,Booze On-Line, Inc.,Indepletion
02220030000727,OOAGenuine ShochuIichikoSake 900mL,528.861600,MADISON SQUARE MARKETING,Indepletion
02220030000728,OOAMugi ShochuIichikoSake 720mL,574.029000,MADISON SQUARE MARKETING,Indepletion
02220030000729,OOA Stella Artois Beer in can 330mL,57.500000,Booze On-Line, Inc.,Indepletion
02220030000730,OOA Hoegaarden Beer Bottle 330mL,73.928600,Booze On-Line, Inc.,Indepletion
02220030000731,OOA Warsteiner Premium 330mL,73.928600,Booze On-Line, Inc.,Indepletion
02220030000757,OOAJinro ChamsulFrshSoju 360mL,79.014895,K & L JINRO INCORPORATED,In assortment
02220030000758,OOA Max All Malt Beer 355mL,17.547988,K & L JINRO INCORPORATED,In assortment
02220030001146,Chivas Regal 12 YO 500mL,696.428600,Premier Wine & Spirits, Inc.,In assortment
02220030001147,OOAEvan WilliamsB1T1 750mL,714.285700,Premier Wine & Spirits, Inc.,In assortment
02220030001148,OOAAbsolut Vodka 750mL,508.928600,Premier Wine & Spirits, Inc.,In assortment
02220030001149,OOAAbsolut Kurant 1L,888.392900,Premier Wine & Spirits, Inc.,In assortment
02220030001150,OOAAmarula 750mL,444.642900,Premier Wine & Spirits, Inc.,In assortment
02220030001151,OOAJagermeister 700ml,532.142900,Premier Wine & Spirits, Inc.,Indepletion
02220030001153,Carlos III 700mL,410.714300,Premier Wine & Spirits, Inc.,In assortment
02220030001154,OOAMompo 750mL,221.428600,Premier Wine & Spirits, Inc.,Indepletion
02220030001155,OOA Viña Sta. Carolina Premio Red 750mL,138.392900,Premier Wine & Spirits, Inc.,In assortment
02220030001156,OOAEstrella DammBottle 330mL,72.321400,Premier Wine & Spirits, Inc.,Indepletion
02220030001157,OOAHite In Can 355mL,52.589300,Premier Wine & Spirits, Inc.,Indepletion
02220030001159,OOALeifmans Fruitesse 3.8p 250mL,102.678600,Premier Wine & Spirits, Inc.,Indepletion
02220030001160,OOAVedett ExtraBlnde4.7p 330mL,104.464300,Premier Wine & Spirits, Inc.,Indepletion
02220030001161,OOAVedett ExtraWht5.2p 330mL,104.464300,Premier Wine & Spirits, Inc.,Indepletion
02220030001162,OOASingha LagerBeerInBtl 330mL,75.000000,Premier Wine & Spirits, Inc.,Indepletion
02220030001163,OOASingha LgerBeerInCan 330mL,71.428600,Premier Wine & Spirits, Inc.,Indepletion
02220030001182,OOABudweiser Bottle 355mL,60.267900,Premier Wine & Spirits, Inc.,Indepletion
02220030001183,Carlos 1 700mL,772.321400,Premier Wine & Spirits, Inc.,In assortment
02220030001291,OOAFundador UltraSmooth30p 1L,401.790000,Puregold,In assortment
02220030001292,Jack Daniels 1L,1044.643000,PATAGONIA DISTRIBUTION INC.,In assortment
02220030001293,Carlo Rossi Calif White 750mL,206.250000,EMPERADOR DISTILLERS, INC.,In assortment
02220030001294,OOANovellino BiancoClssico 750mL,184.357100,Puregold,In assortment
02220030001295,OOA Novellino Bianco Vivace 750mL,245.540000,Puregold,In assortment
02220030001460,OOA San Miguel Cerveza Negra 330mL,34.240000,Puregold,Indepletion
02220030001543,OOA Beringer White Zinfandel 750mL,317.857100,Meritus Prime Distributions, Inc.,In assortment
02220030001544,OOABeringer CabrntSauvignon 750mL,317.857100,Meritus Prime Distributions, Inc.,In assortment
02220030001666,Alfonso Platinum 1L,254.464252,Montosco, Inc.,In assortment
02220030001667,OOAExcelente 1L,114.285700,Montosco, Inc.,In assortment
02220030001668,Vino Fontana Red 750mL,160.714300,Montosco, Inc.,In assortment
02220030001669,Vino Fontana Sweet Red 750mL,174.107100,Montosco, Inc.,In assortment
02220030001670,Pegoes White Wine 750mL,138.390000,Montosco, Inc.,In assortment
02220030001671,Pegoes Red Wine Semi Sweet 750mL,138.390000,Montosco, Inc.,In assortment
02220030001672,Les Puces Medium Sweet Red 750mL,174.107100,Montosco, Inc.,In assortment
02220030001673,OOAJack Daniels 375mL,392.857000,Montosco, Inc.,In assortment
02220030001674,Jack Daniels 700mL,857.143000,PATAGONIA DISTRIBUTION INC.,In assortment
02220030001675,OOA JD Whiskey & Cola 330mL,102.680000,Montosco, Inc.,In assortment
02220030001676,Johnnie Walker DbleBlck 700mL KVI,1116.071400,Montosco, Inc.,In assortment
02220030001683,San Miguel Super Dry Bottle 330mL,37.016000,SAN MIGUEL BREWERY INC.,In assortment
02220030001729,OOAAlhambra SoleraLight 1L,223.220000,Meritus Prime Distributions, Inc.,In assortment
02220030001734,OOAWolf BlassEaglehwkCbernet Sauvig,284.160000,Premier Wine & Spirits, Inc.,In assortment
02220030002275,OOA Alhambra Solera 1L,263.390000,Meritus Prime Distributions, Inc.,In assortment
02220030002288,OOAAlhambra Light 700mL,165.180000,Meritus Prime Distributions, Inc.,In assortment
02220030002514,OOAHoroyoi RedGrape 350mL,41.071399,Meritus Prime Distributions, Inc.,Indepletion
02220030002515,OOAHoroyoi WhiteGrape 350ml,41.071400,Meritus Prime Distributions, Inc.,Indepletion
02220030002516,OOAHoroyoi WhtSour 350mL,41.071400,Meritus Prime Distributions, Inc.,Indepletion
02220030002652,San Miguel Apple in Can 330mL,31.063000,SAN MIGUEL BREWERY INC.,In assortment
02220030002769,OOAFosters StrongBeerInCan 330 mL,27.071400,Premier Wine & Spirits, Inc.,Indepletion
02220030002770,San Miguel Pale Pilsen Bottle 1L,62.500000,SAN MIGUEL BREWERY INC.,In assortment
02220030002771,San Miguel Lemon in Can 330mL,31.063000,SAN MIGUEL BREWERY INC.,In assortment
02220030002809,SMB crates,75.000000,SAN MIGUEL BREWERY INC.,In assortment
02220030003055,INDEmbassy Whisky 750mL,97.321000,Absolute Sales Corp.,In assortment
02220030003338,OOA BUY 3 San Miguel Light Can 330ML GET1 FOR FREE,32.738607,SAN MIGUEL BREWERY INC.,Out of assortment
02220030003339,OOA BUY 3 San Miguel Super Dry Can 330ML GET1 FOR FREE,41.766771,SAN MIGUEL BREWERY INC.,Out of assortment
02220030003787,The Bar Premium Dry 700mL,76.785700,EMPERADOR DISTILLERS, INC.,In assortment
02220030003788,The Bar Pink Gin700ml,76.785700,EMPERADOR DISTILLERS, INC.,In assortment
02220030003789,The Bar Lime Gin700ml,76.785700,EMPERADOR DISTILLERS, INC.,In assortment
02220030004444,Tanduay Ice Sig Apple 330ml,25.670000,Absolute Sales Corp.,In assortment
02220030004445,Tiger Black 500ml,35.714200,Absolute Sales Corp.,In assortment
02220030004446,Tiger Crystal Light 330ml,27.080000,Absolute Sales Corp.,In assortment
02220030004977,Tanduay Ice Sig Cranberry 330ml,25.670000,Absolute Sales Corp.,In assortment
02220030004978,Tanduay Ice Sig Lemonade 330ml,25.670000,Absolute Sales Corp.,In assortment
02220030005054,OOA Buy 5 San Mig Light Can 330ml Free 1 Chippy BBQ,171.875000,SAN MIGUEL BREWERY INC.,In assortment
02220030005055,OOA Buy 5 San Mig Light Can 330ml Free 1 Chippy Cheese,171.875000,SAN MIGUEL BREWERY INC.,In assortment
02220030005057,OOA Buy 5 San Mig Pilsen Can 330ml Free 1 Chippy Cheese,171.875000,SAN MIGUEL BREWERY INC.,In assortment
02220060000189,OOAAbsolut Kurant 750mL,617.857100,Premier Wine & Spirits, Inc.,In assortment
02220060000195,Alfonso 1 Light  700mL,212.500000,Montosco, Inc.,In assortment
02220060000196,Alfonso 1 Light 1L,212.500000,Montosco, Inc.,In assortment
02220060000197,Alfonso 1 Solera Brandy 1L,321.429000,Montosco, Inc.,In assortment
02220060000198,Alfonso 1 Solera Brandy 700mL,258.929000,Montosco, Inc.,In assortment
02220060000199,OOAAntonov Vodka Original 700mL,105.810300,Puregold,Indepletion
