itemDescription,averageCost
HB Chicken nuggets w/Rice & Drink 12oz,31.573703
HB Chicken Nuggets (ala carte),19.196430
HB Karaage 4pcs/Stick (ala carte),27.964300
HB Shanghai Rolls 4pcs (ala carte),19.749900
HB Fried Siomai 4pcs (ala carte),19.642800
HB Fried Sharksfin 4pcs (ala carte),16.964551
HB Asado Siopao (Large),25.450000
HB Bola-Bola Siopao (Large),25.450000
HB Spaghetti with Meatballs,37.142800
HB Shredded Beef Spaghetti,35.285700
HB Lasagna,34.250000
HB Chicken Parmigiania,35.285700
HB Mac & Cheese w/ Bacon,35.285700
HB Leche Flan,25.071400
HB Tokyo Style Banana Cake,26.785700
HB Coffee Jelly,25.000000
HB Ceasar Salad,51.785700
HB Sicilian Salad,51.785700
HB Chicken Gyro Wheat Wrap,62.500000
HB Assorted in Lettuce Wraps,62.500000
HB LC Macaroni Salad 150g,37.142899
HB Japanese Matcha Latte 16oz,19.214300
HB Taiwan Style Milk Tea 16oz,16.696400
HB True Brew Caramel Macchiatto 12oz,14.647200
HB Brew Americano 12oz,7.366100
HB True Brew Hot Choco 12 oz,13.928400
HB ALMOND JELLY WITH FRUIT COCKTAIL,19.642800
HB Ube Pao,10.714200
HB Red Bean Pao,10.714200
HB Chocolate Cake,37.500000
HB Carrot Cake,40.178500
HB Choco Banana Slice,17.857100
HB Pumpkin and Zucchini Slice,17.857100
HB CHAR SIU RICE MEAL,60.521200
HB CHAR SIU RICE MEAL WITH ICED TEA 16OZ,68.375000
HB White Chicken Rice Meal,60.535700
HB White Chicken Rice Meal with Iced Tea 16oz,68.375000
HB Roast Pork Rice Meal,65.000000
HB Roast Pork Rice Meal with Iced Tea 16oz,72.839300
HB Chicken Feet Rice Meal,38.199800
HB Chicken Feet Rice Meal with Iced Tea 16oz,46.053600
HB Bopis,89.285700
HB PORK GINILING,89.285700
HB Menudo,89.285700
HB Pork Mexican,89.285700
HB 4IN1 Sandwich,32.500000
HB Ham & Egg Mayo Sandwich,32.500000
HB Egg Mayo Sandwich,32.500000
HB Garlic & Herb chicken w/ rice,-1.000000
Knick Knacks  X Blast Choco 250mL (5+1),96.707800
Magnolia Chocolait Baon Pack (5+1),54.017900
Gatorade (Buy 5 Get 1 FREE),125.124100
Lipovitan 100mL 2bottles (Save P5.00),40.845500
Moo Chocolate Drink (Buy 5 Get 1 FREE),101.212800
OOA Red Bull Supreme 150mL(Buy2, Save P10),47.320000
OOA Dole Pineapple Juice (Buy 5, Get 1 FREE),99.011600
DM Pineapple Juice(Buy5,Get1FREE),101.650000
OOA Nestle Chuckie 180ml(Baon Packs by 4s),63.910000
Kopiko 78C CoffeeLatte 250mL KVI,13.795000
OOA Hershey's Soyfresh Chocolate 946mL,67.190000
Hershey's Mocha 946mL,52.794600
OOA Soyfresh Natural 1L,51.560000
Vitamin Boost Apple 600mL,31.696400
Vitamin Boost Orange 600mL,31.697518
Vitamin Boost Strawberry 600mL,31.696400
Vitamin Boost Grape 600mL,31.696400
Vitamin Boost Iced Apple 600mL,31.696401
Lightwater 650mL,17.857100
OOAAqualife Purified Water 4L,39.732100
OOAAqualized Mineral Water 4L,39.730000
OOA Coco Fresh Coconut Water 1L,58.930000
C2 Green Tea Lemon 1L,33.953582
C2 Green Tea Apple 1L,33.928886
Blue Inspiring Calamansi 500mL,20.760000
Blue Enlivening Orange 500mL,20.760000
Blue Peppy Lychee 500mL,20.760000
OOAPowerade OrangeION 500mL,18.750000
Powerade Blast Ion 500mL,18.750000
Coke Zero 1.5L,41.071400
OOAPowerade SilverIon 500mL,18.750000
OOA Gatorade White Lightning 500mL,25.166500
Gatorade Orange Chill 1.5L,77.363321
Gatorade Grape 1.5L,77.380773
Gatorade Blue Bolt 1.5L,77.380972
OOA Gatorade White Lightning 1.5L,62.455400
OOAMoguMogu StrwbrryWNata 1L,80.357100
Vitamilk DbleChShake 300mL KVI,19.710000
OOAQuaker OatsVanillaMaltMlk 280mL,25.000000
OOAQuaker OatsBannaMilk 280mL,23.412300
Lipovitan Energy Drink 100mL,23.750000
OOA Cowhead White 250mL,24.793800
OOA Cowhead Lite 250mL,26.821901
OOA Cowhead Strawberry 250mL,26.821900
OOA Cowhead Chocolate 250mL,26.821900
OOA Starbucks Frappuccino Mocha 280mL (9.5 oz),56.453100
OOA Starbucks Frappuccino Vanila 280mL (9.5 oz),56.453100
OOA Starbucks Frap Mocha Lite 280mL (9.5 oz),56.453100
OOA Starbucks Frappuccino Smores 405mL (13.7Oz.),107.633900
OOA Hershey's Milk Chocolate Reduced 236ml,26.638500
OOA Kato Coconut 320mL,24.330400
OOACafé LattePremCoffeeDrnk 240mL,46.957100
OOAMocha LattePremCffeeDrnk 240mL,46.957099
OOACaramel LattePremCoffeeDrnk 240mL,46.957100
OOASparkling BerrsIcedTea 325mL,37.864300
OOASparkling LemonIcedTea 325mL,37.864300
OOASparkling AppleIcedTea 325mL,37.864300
OOAKai EnergyDrink 240mL,40.137500
Evian Mineral Water 500mL,41.295000
OOANuHoney SparklngHoneyDrnk 325mL,74.218800
OOA Dydo Blend Coffee 185G,41.138399
OOA Georgia Emerald Mountain Black 185G,46.227700
OOA Suntory Instant Coffee Drink 50% Less Sugar 185G,46.227700
OOA UCC Black Coffee No Sugar 185G,46.227700
OOA Kirin Fire Single Origin Coffee 185g,48.772300
OOA Kirin Afternoon Milk Tea 500mL,59.587100
OOA Cowhead UHT Lite 1L,78.570000
OOA Alqua Pure Alkaline Drinking Water 500mL,15.178600
OOA Alqua Pure Alkaline Drinking Water 1L,28.459900
Gatorade Lemon Lime 500mL,30.639901
Nestle Non Fat Milk 250mL,27.634700
Cowhead Milk Chocolate 1L,84.821400
OOA Hershey's Soyfresh Mocha 946mL,67.190000
Zest-O Big Mango 250mL,7.393803
Mug Rootbeer 2L,55.958996
Zest-O Rootbeer 500mL,22.955099
OOA Mug Rootbeer 300mL,18.300000
Zest-O Rootbeer 330mL,21.321400
OOA Coke Zero 1.5L,41.071400
OOAC2 GreenTeaClassic 355mL,14.640000
OOAC2 GreenTeaOrange 355mL,16.070000
OOA C2 Iced Tea Lemon Flavor 355mL,14.640000
OOA C2 Red Tea Raspberry 355mL,14.640000
OOA Real Leaf Lemon Iced Tea 480mL,17.190000
OOA Soyfresh Natural 250mL,19.200000
OOA Soyfresh Cappuccino 250mL,19.200000
OOA Soyfresh Chocolate 250mL,19.200000
OOA Hershey's Soyfresh Chocolate 236mL,26.340000
OOA Hershey's Soyfresh Mocha 236mL,26.340000
OOA Pokka Oolong Tea 500mL,28.530000
OOAOKF AlchlDctorAntiHngoverEnrgyDrnk 250mL,26.321600
OOAYou.C1000 VitLemn 140mL,22.910000
OOAYou.C1000 VitOrange 140mL,22.910000
OOA C500 Citrus Orange Juice Drink 355mL,16.070004
OOA C500 Tangy Lemonade Flavored Drink 355mL,16.070000
OOAFiji Water 500mL,53.570000
OOAFiji Water 1L,89.290000
OOASolan DeCabras 500mL,35.714300
OOASolan DeCabras 750mL,49.107100
Tropicana Coco Quench 330mL,33.519360
OOA Vita Coco Water 330mL,31.700000
OOA Big 250 Apple 10s,52.680000
OOA Big 250 Orange 10s,52.680000
OOAAwake EnergyJceOrange 350mL,22.142900
OOAAwake EnergyJceLmonIcedTea 350mL,22.150000
OOA Coke 1.5L,51.413700
OOASprite 1.5L,51.413700
OOAFiji water 330mL,40.178600
Zest-O Big Apple 250mL,6.949601
Zest-O Big Orange 250mL,6.978465
OOAOrchard PeachIcedTea 325mL,32.440000
OOAPacific CoastIcedTea 325mL,32.440000
OOAPassion FruitIcedTea 325mL,32.440000
Americano Premium Coffee Drink 240mL,50.730049
OOAStellinas OldFshnLmnadeInCan 250mL,22.804985
OOAStellinas PinkLmndeInCan 250mL,22.804544
Wilkins Delight Pomelo 425ml,12.127900
Wilkins Delight Orange 425mL,12.127900
Wilkins Delight Apple 425mL,12.127900
Nestea Lemon 500mL,20.268016
Nestea lemon Iced 500mL,20.268000
Nestea  Apple 500mL,20.296824
OOABarista Coffee Latte,19.640546
IND Barista Coffee Caramel,19.776857
Pocari Sweat 900ml,52.748592
OOAG ActiveBrry 500mL,20.276800
OOAG ActiveOrange 500mL,19.700981
OOAG ActiveLmonLme 500mL,24.523720
Wilkins Distilled Water 7L,69.940000
Wilkins Distilled Water 5L,52.008900
OOA Locally Dalandan 350mL,26.320000
OOALocally Tamarind 350mL,26.320000
OOALocally Calamansi 350mL,25.470000
OOALocally Guyabano 350mL,26.320000
Le Minerale 600mL,8.964000
Spring Valley Apple 375mL,65.100000
Spring Valley Mango Banana 375mL,73.199809
Spring Valley Banana Berry 375mL,73.579026
OOAPepsi BundlPck 500mL,39.060000
OOAMountain DewBundlPck  500mL,39.060000
Gatorade 350mL 3+1,54.910000
OOADM FizzyPineappleJceDrink 330mL,17.518600
OOADM FizzyOrangePomeloJceDrnk 330mL,17.518600
DM FnR Active Mixed Berries 500mL,27.556228
DM FnR Active Blueberry Grape 500mL,27.543802
OOADM OrangeJceDrnkBoneSmart 240mL,21.220000
DM Fit 'n Right Pineapple Pet 330mL,22.140000
Sip Purified Water 500ml,9.821400
Sip Purified 1L,10.084848
Goodnight Drink 250 ml,58.928178
OOAQuaker OatsChocoHazelntMlk 280mL,23.214300
OOAQuaker OatsMchaChocoMlk 280mL,23.214300
Locally Dalandan n Can 240mL,13.134485
Locally Tamarind n Can 240mL,13.117922
Locally Calamansi n Can 240mL,13.139554
Locally Guyabano n Can 240mL,13.133900
Locally Pomelo n Can 240mL,13.133621
OOAAnchor LowFtMlkTetra 200mL,20.687100
Anchor Full Cream Milk Tetra 200mL,20.687100
Anlene Vanilla Milk Tetra 180mL,24.507900
Anlene Chocolate Milk Tetra 180mL,24.507900
OOAArcys Root Beer 500mL,19.642800
OOA Lipton Green Tea Lemon  450mL,18.006000
Nestle ChuckieChoco 250mL,20.540000
OOA Summit Natural Water 5L,50.290000
OOA Mogu Mogu Melon w/ Natadecoco 320mL,25.892900
Red Bull Energy Drink Can 355mL,79.463999
INDSanMig PremBttle 330mL,37.902000
Locally Merci Buco Organic 330mL,28.917400
OOALocally MerciBucoLychee 330mL,29.772700
OOALocally MerciBucoPandan 330mL,28.095200
Oishi Smart C+  Pomelo 350mL,16.127000
Oishi Smart C+ Orange Crush 500mL,21.503000
OOAAbsolute Distilled WaterR 2L,31.401800
Summit Natural Water 2L,27.830400
Oishi Smart C+ Dalandan Burst 500mL,21.503000
Oishi Hi Coffee Café Latte Flavor 250mL,13.821400
Oishi Hi Coffee Cappuccino Flavor 250mL,13.821400
Oishi Hi Coffee Caramel Flavor 250mL,13.821400
Oishi Hi Coffee + Choco Flavor 250mL,13.821400
Oishi Oaties Milk 250 mL,16.889999
Oishi Choco Chug 250mL,16.989054
Oishi Choco Chug Rocky Road Flavor 250mL,16.887826
**Aquafina PurifdWater 1L,17.763854
**Aquafina PurifdWater 500mL,9.303600
DM Juice & Chews Pineappe Lychee 350mL,26.488631
DM Juice & Chews Pineappe Pomelo 350mL,26.770000
Spring Valley Apple Blackcurrant 375mL,71.927421
OOASunburst FujiApple 250 mL,14.955400
OOASunburst YuzuLemon 250mL,14.955400
OOAHaus BlendCffeeCaféLtte 240mL,25.669600
OOAHaus Blend CffeeCaféMcha 240mL,25.669600
OOAHaus BlendCffeeClssic 240mL,25.669600
OOAGreenNGo SoyaMilk 250mL,19.196400
OOAGreenNGo SoyaMilkPlsCoffee 250mL,20.982100
Cloud 9 Chocolate Mik Drink 180mL,12.276800
Vitasoy Original  300mL,17.375215
Vitasoy Chocolate 300mL,17.375166
Vitasoy Coffee 300mL,17.383589
OOA Chicken Meal+Sip Water 1L Q,64.285700
OOA Chicken Meal+Sip Water 1L SM,64.285700
Vitamilk Original 250mL,14.383900
OOA Vitamilk Original 1L,54.017600
Vitamilk DoubleChoco 250mL,14.383900
OOADutch MaidChocoMlkDrnk 200mL,20.089200
Kopiko Iced Brown Coffee 240mL,11.954976
Kopiko IcedBlanca 240mL KVI,11.955011
Kopiko Iced Black 3 in 1 240mL,11.954973
Blue Perky Pear 500mL,20.760000
OOA Oishi Rinbee Cheese Sticks 85g,14.800000
OOABlue ProPeachOrange 500mL,25.000000
OOABlue ProPnkGrpefruit 500mL,25.000000
Sosro Fruit Tea Strawberry 500mL,22.321400
Sosro Fruit Tea Freeze 500mL,22.321400
OOAPepsi Lime 500mL,21.767900
OOA Pepsi Vanilla 500mL,21.767900
Vitamilk Banana 300mL,19.714300
Blue Cucumber Lime 500mL,20.758900
OOA BUY C2 Apple500mL + ChickenMeal (Q),-1.000000
OOA BUY C2 Lemon500mL + ChickenMeal (Q),-1.000000
OOA BUY C2 Apple500mL + ChickenMeal (SM),-1.000000
OOA BUY C2 Lemon500mL + ChickenMeal (SM),-1.000000
OOA BUY C2 Apple500mL + ChickenMeal (V),56.145691
OOA BUY C2 Lemon500mL + ChickenMeal (V),56.145682
OOA BUY C2 Apple500mL + ChickenMeal (W),-1.000000
OOA BUY C2 Lemon500mL + ChickenMeal (W),-1.000000
OOASosro FTHBApplePlsFreeze 500mL,40.179000
Thunder Citrus 325mL,21.571000
Thunder FruitBomb 325mL,21.571000
Wilkins Sparkling Water Plain 330ml,20.188000
Goju Mango Orange Juice Drink 330ml,20.536000
Goju White Peach Passion Fruit Juice Drink 330ml,23.874771
Rite N' Lite Lemon 250ml,15.251390
Rite N' Lite  Lemon Lime 250ml,15.199340
Rite N' Lite Orange 250ml,15.250000
Rite N' Lite Rootbeer 250ml,14.958203
Aqua Heart Purified Water 500ml,5.750000
Aqua Heart Purified Water 1L,9.750000
Aqua Heart Purified Water 6L,40.625000
Aqua Heart Mineral Water 500ml,5.705000
Aqua Heart Mineral Water 1L,10.563000
Aqua Heart Mineral Water 6L,40.473000
Wilkins Pure 500ml,9.295000
Wilkins Pure 1L,17.857000
Vitamin Boost Iced Yuzu 600ml,31.696000
Wilkins Flvrd Sparkling Water Black Cherry 330ml,20.188000
Wilkins Flvrd Sparkling Water Pear Kiwi 330ml,20.188000
Wilkins Flvrd Sparkling Water Lemon 330ml,20.188000
OOA PR Coke 500mL,-1.000000
OOA PR Royal 500mL,-1.000000
OOA PR Sprite 500mL,23.919600
OOASosro FrtTeaApple 500mL,22.321400
Bundaberg Lemon, Lime, & Bitters 375ml,62.500000
OOA Bundaberg Pink Grape Fruit 375ml,62.500000
Bundaberg Traditional Lemonade 375ml,62.500000
OOA Bundaberg Ginger Beer 375ml,62.500000
Bundaberg Blood Orange 375ml,62.500000
Evian Natural Mineral Water- Rebirth 750ml,76.786000
Refresh Natural Mineral Water 500ml,6.250000
OOA PR Buy2 SIP Water 500ml,-1.000000
Sinalco Cola 330ml,20.089200
Sinalco Special 330ml,20.089200
OOABuy 3BBGet1forFr 200ml,59.830000
OOABuy 2MiloSave5 180mL,31.134000
OOA Buy 2 Pepsi 2.5L get free Pepsi2L,-1.000000
OOA PR Refresh Ntral Mnral Water 500ml,5.286000
Nutriboost Orange 330ml,21.763000
Nutriboost Strawberry 330ml,21.763000
Agua Prima Sparkling Lemon 330ml,41.070000
OOA PR Nestea Lemon 500mL,15.540000
OOA PR Nestea Lemon Iced 500mL,15.540000
OOA PR Nestea  Apple 500mL,15.540000
Hell Energy Dink Classic 250ml,29.690000
Hell Energy Dink Multivitamins 250ml,29.690000
Hell Energy Dink Focus 250ml,29.690000
Gatorade Citrus Quench 500ml,31.540000
OOA PR Aquafina Purified 500mL,-1.000000
INDNestea MlkTeaRTDWnter 180mL,17.530000
INDNestea MlkTeaRTDOrig 180mL,17.530000
OOA PR  Coke NR 500mL,23.921200
OOA PR  Sprite 500mL,23.921200
OOA PR  Royal Tru Orange 500mL,23.921200
OOA PR Buy2 Pepsi 2.25L Save 20php,111.880062
OOA PR Buy2 Mountain Dew 2.25L Save 20php,111.897076
OOA PR Buy2 Mug RB 2.25L Save 20php,111.928160
OOA PR "Buy1Take1" Sip Purified 1L,17.857100
Royal TruLemon 325mL,22.651800
Nutriboost Chocolate 330mL,21.758900
Bear BrandAdultPlus Creamy 180mL,18.776800
Bear Brand AdultPlus Choco 180mL,18.776800
Nestle NonFat Milk 250ml,30.875000
Nescafe Caramel Macchto 250ml,19.187500
Absolute Distilled 8L,68.303600
Gatorade Ion 900mL,-1.000000
Cowhead Milk Chocolate 1L,77.598200
OOA Kato Grape 320mL,24.330400
OOA Kato Lychee 320mL,24.330400
OOA Kato Orange 320mL,24.291520
OOA Kato Strawberry 320mL,24.330400
Absolute Dstled Water 1.5L KVI,26.190000
**Absolute DstledWater 1L KVI,19.490000
OOAAbsolute Distilled Water 350mL,8.960229
Absolute Distilled Water 6L,64.880000
Absolute Dstled Water 500mL KVI,11.900000
OOABacchus Energy Drink 250mL,32.589300
OOABacchus Energy Drink Sugar Free 250mL,34.380000
OOA Bear Brand Sterilized (tin) 155mL,16.960000
Bear Brand Sterilized 1L,69.228574
**BBrand SterlzdTetra 200mL KVI,19.945710
OOA Booster C Energy Shot 60mL,19.200000
C2 GrTea Apple (Red) 355mL KVI,16.070553
C2 GrTea Apple (Red) 500mL KVI,22.318646
C2 Green Tea Classic 355mL,13.676800
C2 GrTea Lemon 355mL KVI,16.072853
C2 GrTea Lemon 500mL KVI,22.318494
C2 Green Tea Orange 355mL,13.676800
OOAC2 GreenTeaPlain 500mL,18.080000
C2 Iced Tea Lemon 355mL,13.676800
OOA C2 Red Tea Raspberry 355mL,13.676800
Cobra Energy Drink Berry Blast 350mL,16.812500
Cobra Energy Drnk Bottle 350mL KVI,16.812500
Cobra Fit Energy Drink 350mL,17.562498
Cobra Smart EnrgyDrnk 350mL KVI,17.562500
Coke Light 500mL,23.921200
Coke NR 500mL KVI,23.921200
Coke 2L KVI,59.152674
Coke NR 325mL KVI,22.656309
Coke Light 325mL,22.507400
Coke Zero 325mL,21.577400
OOA Coke Zero 500mL,23.660700
OOA Cowhead Pure Milk 1L,69.419600
DM 100% Pineapple Juice ACE 240mL,20.210000
DM 4Seasons JuiceDrink Tetra 1L,56.258964
DM Fit 'n Right Pineapple 1L,55.247388
DM Fit 'n Right Four Seasons 1L,55.258388
DM Mango JuiceDrink Tetra 1L,66.918476
DM PJ Bone Smart 240mL,20.630000
OOA DM Bone Smart OJ Drink 240mL,21.060000
OOA Diet 7-Up in Can 330mL,17.480000
DM PJ Fiber Enriched 100% 240mL,21.450000
OOA DM Fit 'n Right Watermelon Pet 330mL,20.533877
DM Fit 'n Right Four Seasons Pet 330mL,22.140000
DM Four Seasons Juice Drink 240mL,21.039998
DM Orange Juice Drink Heart Smart 240mL,23.048565
DM Sweetened Pineapple Juice 202 24cl,21.040000
OOA Dole Singles Four Seasons 240mL,19.362400
Dutch Mill UHT Yoghurt Strawberry 180mL,15.643000
Dutch Mill Yoghurt Drnk/MixedFruits180mL,15.643276
OOA ExtraJoss Maxx Energy Drink Bottle 350mL,14.285700
OOAPropel GalaApple 500mL,19.806500
OOAPropel MandrinOrange 500mL,19.806500
OOAGatorade BlueBolt 350mL,21.428283
Gatorade Blue Bolt 500mL KVI,30.639900
Gatorade Grape Pet 500mL,30.639900
OOAGatorade OrangeChill 350mL,21.428502
Gatorade Orange Chill 500mL,30.639900
OOA Gatorade Pink Lemonade 500mL,26.741100
OOAGatorade TropicalFruit 350mL,20.535700
Gatorade Tropical Fruit 500mL,30.639900
OOA Knick KnacksXblastChcolateMilkDrink250mL,19.342800
Lipovitan 150mL,27.321000
Lipton Ice Tea Red Tea 450mL,18.005868
Magnolia Chocolait 250mL,20.179570
Magnolia Fresh Milk 1L,72.279180
Magnolia Fresh Milk 250mL,30.000000
Magnolia Low Fat Milk 250mL,29.741000
OOA Milk Magic Chocolate Milk 1L,51.149300
OOA Milk Magic Chocolate Milk 250mL,15.802200
Nestle Milo RTD 180mL,18.841296
OOA Mine Shine Premium Milk Tea Drink 600mL,39.290000
Minute Maid Pulpy Four Seasons 1L,46.726200
Minute Maid Pulpy Orange Juice 330mL,20.238125
Minute Maid Pulpy Mango Orange 1L,47.321400
Minute Maid Puply Four Seasons 330mL,20.238100
Mirinda 330mL,20.461862
Mirinda Orange 600mL,22.782995
OOA Moby Choco Drink 250mL,15.000000
Mogu Mogu Coconut w/ Nata de Coco 320mL,29.464300
Mogu Mogu Lychee w/ Nata de Coco 1L,80.354872
Mogu Mogu Mango Juice 320mL,29.464300
**MoguMogu GrapWNatDCco 320mL KVI,29.464300
**MoguMogu LychWNatDCco 320mL KVI,29.464300
Mogu Mogu Strwbryw/NDCoco 320mL KVI,29.464300
OOA Monster Energy Drink Original 473mL,85.710000
OOA Monster Energy Juice Khaos 473mL,78.553600
Mountain Dew PET 600mL KVI,22.785700
Mountain Dew 2L,56.517903
Mountain Dew In Can 330mL,20.830388
Mug Rootbeer 240mL,17.480000
Mug Rootbeer 2L,40.455400
OOA Nature's Spring Distilled Water 500mL,8.839300
OOA Nature's Spring Distilled Water 350mL,7.142900
Nescafe Cafe Latte Arabica 240mL,25.890000
**Nescafe EsprssoRstCan 180mL,24.956654
OOANescafe MochaArabcaInCan 240mL,26.773700
Nestle Chuckie 1L,67.695961
Nestle Fresh Milk Tetra 1L,75.432278
Nestle Fresh Milk Tetra 250mL,31.016365
OOA BearBrand Gbiloba 200mL,21.612200
**Nestle Chuckie Chocolate 180mL,15.901652
Oishi Smart C+ Orange Crush 350mL,16.120548
Pepsi Black 600mL,22.785700
Pepsi Regular 2L,56.405723
Pepsi Regular in Can 330mL,20.347384
Pepsi Regular 600mL,22.785700
OOA Plus King Size Apple 250mL,5.089300
OOA Plus King Size Orange 250mL,5.040000
Real Leaf Frutcy Leomon Iced Tea 480mL,16.553600
Real Leaf Honey Apple 480mL,16.815400
Real Leaf Honey Lychee 480mL,16.816881
Red Bull Energy Drink Can 250mL,64.285831
Red Bull Supreme 150mL KVI,30.803600
Royal TruOrange 325mL,22.656300
Royal Tru Orange 500mL KVI,23.921200
Royal TruGrape 325mL,22.656300
Royal Tru-Orange 2L KVI,59.151800
Sarsi RegCan 325mL,22.656289
OOASchweppes SodaWater 330mL,26.562500
OOASchweppes TonicWater 330mL,26.562500
OOA Seasons Mango Juice 240mL,20.540000
OOA Selecta Fortified Milk 245mL,18.080400
OOA Selecta Moo Chocolate Drink 245mL,20.535700
OOA Selecta Fortified Low Fat 245ml,22.442700
Sprite 2L KVI,59.151800
Sprite 325mL,22.656300
Sprite 500mL KVI,23.921200
Sprite Zero 325mL,21.577400
OOASting EnergyDrnkPwrPacq 330mL,16.517900
Sting EnrgyDrnk Strwbry 330mL KVI,16.517900
OOASting EnergyDrnkPwerLime 330mL,14.419600
Summit Nat Water 1.5L KVI,21.050000
**Summit NatWater 1L KVI,16.290000
OOA Summit Natural Water 350mL,7.040000
Summit Nat DR Water 500mL KVI,9.490000
Summit NatDRWater 6L KVI,57.140000
OOA Sunkist Healthy Heart Orange Juice 320mL,20.242200
OOA Sunkist Iced Tea Apple 320mL,12.320000
OOA Sunkist Iced Tea Apple 500mL,15.840000
Tampico Citrus Drnk-OrngeTngrn Lmn 325mL,15.401800
OOA Tropicana Twister Fruit Burst 355mL,20.535700
OOATropicana TwsterMango 355mL,20.535700
Tropicana Twister Orange PET 1L,45.282800
OOA Tropicana TwsterFruitburstTropical 1L,45.282800
Tropicana Twister Orange w/ Pulp 355mL,19.390000
Vitamilk ChShake 300mL KVI,19.713999
Vitamilk Energy 300mL,19.714000
Vitamilk Original 300mL,19.714000
Vitwater Power Apple 350mL,16.070000
Wilkins Distilled Water 1L,20.830000
Wilkins Distilled  Water 1.5L,28.130000
Wilkins Dstled Water 500mL KVI,13.084345
OOA Wilkins Distilled Water 6L,72.321400
Zest-O Choc-O 250mL,18.742397
Zest-O Mango Juice In Can 250mL,19.509771
Zest-O Rootbeer 500mL,15.710000
OOAZestO Rootbeer 330mL,16.741100
OOAAqualife PurifdWater 500mL,5.750000
OOA Joozy Juice Strawberry 250mL,4.508900
OOA Joozy Juice Mango 250mL,4.776800
OOA Joozy Juice Grape 250mL,4.508900
OOA Joozy Juice Pineapple 250mL,4.508900
OOA Joozy Juice Apple 250mL,4.508900
OOA Aqualife Purified Water 1L,9.750000
OOA Aqualized Mineral Water 1L,10.562500
OOA Aqualized Mineral Water 500mL,5.705462
Oishi Smart C+ Pomelo 500mL,21.503000
Zest-O Big 250 Mango,5.669600
Pocari Sweat 350mL,22.769996
Pocari Sweat 500mL KVI,30.356878
Pocari Sweat 2L,110.015877
Sola Raspberry Iced Tea 473mL,37.195831
Sola Lemon Iced Tea 473mL,36.917985
Bayani Brew Lemongrass 400mL,39.187500
Sola Peach Iced Tea 473mL,37.145142
Bayani Brew Purple Leaf 400mL,39.187500
OOA Pokka Milk Coffee 240mL,25.473380
OOA Pokka Caffuccino 240mL,25.490000
OOA Pokka Oolong Tea 500mL,26.273829
Nestle Low Fat Milk 250mL,30.911393
OOA Sunkist Slim Orange 235mL,13.390000
OOA Sunkist Slim Mango 235mL,14.290000
OOA Sunkist Slim Apple 235mL,13.392900
OOA Dole Singles 100% P/A 240mL,20.310000
OOA Dole Singles Pineorange 240mL,19.640000
DM PJ Drink Heart Smart 240mL,22.060000
Nestle Non Fat Milk 250mL,27.634700
OOANescafe Smoovlatte 190mL,28.400000
Nescafe French Vanilla 200mL,20.467768
OOA Nescafe White Mocha 200mL,16.960245
OOA Nescafe Creamy White 28g,5.175000
Nescafe Cappuccino 22g,5.990000
OOAAqualized MinrlWater 6L,40.473200
Dutch Mill UHT Yoghurt Blueberry 180mL,15.643000
Dutch Mill UHT Yoghurt Superfruits 180mL,15.642998
OOA Dutch Mill Yoghurt Orange 180mL,14.719100
OOAAqualife Purified Water 350mL,5.803600
OOAAqualife PurifdWater 6L,40.625000
OOAAqualized Mineral Water 350mL,5.540000
OOA Corona Extra Beer 355mL,85.270000
OOA Sapporo Premium Beer Bottle 330mL,75.850000
Tanduay IceZero 330mL,19.710000
Smirnoff Vodka Mule 330mL,29.017900
OOA Sapporo Beer Can 330mL,66.920000
OOAAsahi BeerSprDry Can 330mL,46.500000
OOA Hite in Can 500mL,66.964300
OOAHite InBottle 330mL,56.830400
OOA Snow Beer Can 330mL,43.750000
OOA Snow Beer Bottle 330mL,43.750000
OOAEstrella Dammincan 330mL,71.151800
OOA Breezer Jamaican Passion 275mL,42.630000
OOA Chang Beer can 320mL,41.650000
Tanduay Rum Cola 330mL,22.320000
OOA Stella Artois Beer Bottle 330mL,61.607100
OOAGenuine ShochuIichikoSake 900mL,528.861600
OOAMugi ShochuIichikoSake 720mL,574.029000
OOA Stella Artois Beer in can 330mL,57.500000
OOA Hoegaarden Beer Bottle 330mL,73.928600
OOA Warsteiner Premium 330mL,73.928600
OOAJinro ChamsulFrshSoju 360mL,74.404700
OOA Max All Malt Beer 355mL,16.964300
Chivas Regal 12 YO 500mL,726.786000
OOAEvan WilliamsB1T1 750mL,714.285700
OOAAbsolut Vodka 750mL,508.928600
OOAAbsolut Kurant 1L,969.643000
OOAAmarula 750mL,444.642900
OOAJagermeister 700ml,532.142900
Carlos III 700mL,410.714300
OOAMompo 750mL,221.428600
OOA Viña Sta. Carolina Premio Red 750mL,138.392900
OOAEstrella DammBottle 330mL,72.321400
OOAHite In Can 355mL,52.589300
Duvel 8.5% 330mL,116.071400
OOALeifmans Fruitesse 3.8p 250mL,102.678600
OOAVedett ExtraBlnde4.7p 330mL,104.464300
OOAVedett ExtraWht5.2p 330mL,104.464300
OOASingha LagerBeerInBtl 330mL,75.000000
OOASingha LgerBeerInCan 330mL,71.428600
OOABudweiser Bottle 355mL,60.267900
Carlos 1 700mL,772.321400
OOAFundador UltraSmooth30p 1L,401.790000
Jack Daniels 1L,1044.643000
Carlo Rossi Calif White 750mL,218.750000
OOANovellino BiancoClssico 750mL,202.410700
OOA Novellino Bianco Vivace 750mL,245.540000
